,W01_001,W01_002,W01_003,W01_004,W01_005,W01_006,W01_007,W01_008,W01_009,W01_010,W01_011,W01_012,W01_013,W01_014,geometry
124,新成生（元）,106,石狩川,雨煙内川,アースダム,灌漑，特定(新規)灌漑用水,21,300,245,4320,都道府県,1929,北海道雨竜郡幌加内町字雨煙内,1,POINT (142.18662635 44.01044055)
125,鷹泊,135,石狩川,雨竜川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,発電",37,170.5,55,21518,,1953,北海道深川市鷹泊2404番地先,1,POINT (142.0809167 43.92413889)
126,雨竜第一,136,石狩川,太釜別川,重力式コンクリートダム,発電,45.5,216,188,244653,電力会社・電源開発株式会社,1943,北海道雨竜郡幌加内町朱鞠内,1,POINT (142.18224921 44.30060211)
127,雨竜土堰堤,137,石狩川,太釜別川,アースダム,発電,22,442,120,244653,電力会社・電源開発株式会社,1943,北海道雨竜郡幌加内町朱鞠内,2,POINT (142.20386929 44.29275881)
128,雨竜第二,138,石狩川,宇津内川,重力式コンクリートダム,発電,35.7,230,93,21589,電力会社・電源開発株式会社,1943,北海道雨竜郡幌加内町字宇津内,1,POINT (142.1572222 44.31702778000001)
129,下幌加内,139,石狩川,幌加内川,アースダム,灌漑，特定(新規)灌漑用水,20.7,184,180,1000,都道府県,1970,北海道雨竜郡幌加内町下幌加内,1,POINT (142.14334587 43.93192315000001)
130,雨煙内（再）,107,石狩川,雨煙内川,アースダム,灌漑，特定(新規)灌漑用水,26.8,320,399,6750,国土交通省（各地方整備局，北海道開発局含む）,1978,北海道雨竜郡幌加内町字雨煙内6537番,1,POINT (142.18662635 44.01044055)
131,上湯内,144,石狩川,多度志川,アースダム,灌漑，特定(新規)灌漑用水,15.5,108.5,46,877,国土交通省（各地方整備局，北海道開発局含む）,1956,北海道深川市湯内2230,1,POINT (142.15235989 43.79623111)
132,藤沢,141,石狩川,藤の沢川,アースダム,灌漑，特定(新規)灌漑用水,17.5,95,53,600,都道府県,1923,北海道雨竜郡沼田町真布,2,POINT (141.9083333 43.84525)
133,幌新,108,石狩川,支線の沢川,アースダム,灌漑，特定(新規)灌漑用水,27,283.1,284,5705,国土交通省（各地方整備局，北海道開発局含む）,1975,北海道雨竜郡沼田町字幌新172,1,POINT (141.93023034 43.88647824000001)
134,沼田,125,石狩川,幌新太刀別川,ロックフィルダム,"灌漑，特定(新規)灌漑用水,上水道用水",44.9,395,812,34800,国土交通省（各地方整備局，北海道開発局含む）,1991,北海道雨竜郡沼田町字浅野空知森林管理署北空知482林班,1,POINT (141.92609116 43.91082294999999)
135,白木沢,98,石狩川,白木沢川,アースダム,灌漑，特定(新規)灌漑用水,23.7,114.9,98,836,都道府県,1968,北海道雨竜郡沼田町字更新,1,POINT (142.01651212 43.8716625)
136,恵岱別,153,石狩川,恵岱別川,ロックフィルダム,灌漑，特定(新規)灌漑用水,35.5,173,357,4372,国土交通省（各地方整備局，北海道開発局含む）,1967,北海道雨竜郡北竜町竜西空知森林管理所,1,POINT (141.71981975 43.74419508)
137,尾白利加,152,石狩川,尾白利加川,ロックフィルダム,灌漑，特定(新規)灌漑用水,31.8,233,389,10979,国土交通省（各地方整備局，北海道開発局含む）,1966,北海道雨竜郡雨竜町字尾白利加251,1,POINT (141.7740785 43.6700327)
138,福井谷川,143,石狩川,福井谷川,アースダム,灌漑，特定(新規)灌漑用水,20.2,134,102,558,都道府県,1925,北海道樺戸郡新十津川町字大和,1,POINT (141.83571353 43.61760034000001)
139,徳富,129,石狩川,徳富川,重力式コンクリートダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水,上水道用水",78.4,309,530,36000,,2013,北海道樺戸郡新十津川町,1,POINT (141.6188923304968 43.59674214473855)
140,和歌,146,石狩川,真木の沢川,アースダム,灌漑，特定(新規)灌漑用水,25.5,172,192,881,都道府県,1925,北海道樺戸郡新十津川町吉野242番1地先,1,POINT (141.70427886 43.62076312000001)
141,新十津川,154,石狩川,ルークシュベツ川,アースダム,灌漑，特定(新規)灌漑用水,29.2,95.3,86,4935,国土交通省（各地方整備局，北海道開発局含む）,1959,北海道樺戸郡新十津川町字吉野308,1,POINT (141.72746781 43.5853207)
142,日進甲,147,石狩川,炭山川,アースダム,灌漑，特定(新規)灌漑用水,26.5,213.5,196,842,都道府県,1924,北海道樺戸郡新十津川町下徳富,1,POINT (141.80633584 43.52122232)
143,日進乙,148,石狩川,炭山川,アースダム,灌漑，特定(新規)灌漑用水,18.2,112,62,89,都道府県,1924,北海道樺戸郡新十津川町下徳富,2,POINT (141.79061282 43.51372758)
144,エルム,140,石狩川,赤間の沢川,ロックフィルダム,灌漑，特定(新規)灌漑用水,53.7,258,647,3300,国土交通省（各地方整備局，北海道開発局含む）,1997,北海道赤平市百戸町北520,1,POINT (142.08172514 43.60853191)
145,金山,119,石狩川,空知川,中空重力式コンクリートダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水,上水道用水,発電",57.3,288.5,220,150450,国土交通省（各地方整備局，北海道開発局含む）,1967,北海道空知郡南富良野町字金山,1,POINT (142.44263451 43.12956666)
146,滝里,149,石狩川,空知川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水,発電",50,445,455,108000,国土交通省（各地方整備局，北海道開発局含む）,1999,北海道芦別市滝里町,1,POINT (142.28828611 43.4436721)
147,野花南,115,石狩川,空知川,重力式コンクリートダム,発電,30,215.5,55,4800,電力会社・電源開発株式会社,1971,北海道芦別市上芦別町,1,POINT (142.21927023 43.48842352000002)
148,江幌,151,石狩川,吉富川,アースダム,灌漑，特定(新規)灌漑用水,19.9,146,61,352,都道府県,1932,北海道空知郡上富良野町江幌,1,POINT (142.41661665 43.49192946999999)
149,日新,110,石狩川,ピリカ富良野川,ロックフィルダム,灌漑，特定(新規)灌漑用水,29.5,230.3,358,4500,国土交通省（各地方整備局，北海道開発局含む）,1973,北海道空知郡上富良野町字上富良野1587番535,1,POINT (142.5191667 43.48972222)
150,日の出,124,石狩川,九号沢川,アースダム,灌漑，特定(新規)灌漑用水,26.8,153,151,445,都道府県,1982,北海道空知郡上富良野町字上富良野原野,1,POINT (142.49321687 43.48091252)
151,野花南,112,石狩川,野花南川,アースダム,灌漑，特定(新規)灌漑用水,41.5,312.5,523,4640,国土交通省（各地方整備局，北海道開発局含む）,1978,北海道芦別市野花南町423林班,1,POINT (142.23177378 43.44318607000001)
152,芦別,150,石狩川,空知川,重力式コンクリートダム,発電,16.5,90.8,24,6250,電力会社・電源開発株式会社,1952,北海道芦別市常磐494,1,POINT (142.1755554331853 43.53305346434633)
153,芦別,128,石狩川,芦別川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水,発電",22.8,99.5,18,1598,,1957,北海道芦別市奥芦別,1,POINT (142.09949447 43.28449936)
154,美唄,121,石狩川,美唄川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",35.5,228,84,1500,都道府県,1982,北海道美唄市字美唄1849-1,1,POINT (141.97942584 43.35441622)
155,札比内,155,石狩川,札比内川,アースダム,灌漑，特定(新規)灌漑用水,19.4,266,159,850,都道府県,1926,北海道樺戸郡月形町字札比内,1,POINT (141.73031122 43.3987793)
156,月形,116,石狩川,須部都川,アースダム,灌漑，特定(新規)灌漑用水,28.8,208.1,307,4834,国土交通省（各地方整備局，北海道開発局含む）,1976,北海道樺戸郡月形町字ポンスベツ892,1,POINT (141.64634498 43.38238152)
157,新桂沢（再）,156,石狩川,幾春別川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水,発電",75.5,406.5,650,147300,国土交通省（各地方整備局，北海道開発局含む）,2015,北海道三笠市桂沢,1,POINT (142.00282915 43.23994853)
158,桂沢（元）,157,石狩川,幾春別川,重力式コンクリートダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水,上水道用水,発電",63.6,334.3,350,92700,,1957,北海道三笠市桂沢,1,POINT (142.00282915 43.23994853)
159,三笠ぽんべつ,159,石狩川,奔別川,台形CSG ダム,洪水調節，農地防災,53,160,180,8620,国土交通省（各地方整備局，北海道開発局含む）,2015,北海道三笠市奔別,4,POINT (141.9863962218234 43.27805521659501)
160,幌向,90,石狩川,マップ川,ロックフィルダム,灌漑，特定(新規)灌漑用水,44.4,430,1102,8340,国土交通省（各地方整備局，北海道開発局含む）,1990,北海道岩見沢市毛陽町474,1,POINT (141.93691021 43.16417589999999)
161,宝池,160,石狩川,野々沢川,アースダム,灌漑，特定(新規)灌漑用水,17.1,158.8,95,1014,都道府県,1925,北海道岩見沢市宝水町,1,POINT (141.8341667 43.18947222)
162,三の沢第一,161,石狩川,志文三の沢川,アースダム,灌漑，特定(新規)灌漑用水,20,168,86,710,都道府県,1924,北海道岩見沢市上志文町,2,POINT (141.84170071 43.17388895)
163,大正池,162,石狩川,南利別川,アースダム,灌漑，特定(新規)灌漑用水,15.9,232,70,489,都道府県,1914,北海道岩見沢市緑が丘,1,POINT (141.7814736300001 43.18135176)
164,千代谷,163,石狩川,千代谷川,アースダム,灌漑，特定(新規)灌漑用水,17.9,165,147,620,都道府県,1923,北海道岩見沢市栗沢字上幌,1,POINT (141.84311917 43.13792055000002)
165,清水の沢,164,石狩川,清水沢川,重力式コンクリートダム,上水道用水,25.1,96,19,860,市区町村,1984,北海道夕張市清水の沢国有林夕張事業区,1,POINT (141.99033147 43.0071712)
166,夕張シューパロ（再）,165,石狩川,夕張川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水,発電",110.6,390,940,427000,,2014,北海道夕張市南部青葉町,1,POINT (142.09889999 43.02302068)
167,大夕張（元）,166,石狩川,夕張川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,発電",67.5,251.7,200,87200,国土交通省（各地方整備局，北海道開発局含む）,1961,北海道夕張市南部東町,1,POINT (142.10106817 43.02462745999998)
168,川端,132,石狩川,夕張川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,発電",21.4,280,52,6479,国土交通省（各地方整備局，北海道開発局含む）,1962,北海道夕張郡栗山町滝ノ下,1,POINT (141.91599534 42.91144444000001)
169,清水沢,168,石狩川,夕張川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,発電",25.4,91.8,16,5576,その他の公共企業体,1940,北海道夕張市清水沢清湖町,1,POINT (142.0207778 43.00172222)
170,旭町第一,169,石狩川,ポンポロカベツ川,重力式コンクリートダム,上水道用水,21.5,115,16,325,市区町村,1941,北海道夕張市旭町,1,POINT (141.9643056 43.07038889000001)
171,旭町第二,114,石狩川,ポンポロカベツ川,重力式コンクリートダム,上水道用水,19.6,122,18,334,市区町村,1970,北海道夕張市旭町,1,POINT (141.9602778 43.07480007)
172,クオーベツ,170,石狩川,クオーベツ川,アースダム,灌漑，特定(新規)灌漑用水,21.3,124,60,795,都道府県,1925,北海道夕張郡由仁町字川端道有林内,1,POINT (141.9380556 42.89277777999999)
173,杵臼（再）,172,石狩川,杵臼川,アースダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",27.2,177,127,514,都道府県,2009,北海道夕張郡栗山町字桜山347,1,POINT (141.8658619552043 43.05476901556311)
174,杵臼（元）,171,石狩川,杵臼川,アースダム,灌漑，特定(新規)灌漑用水,17.4,118,63,349,都道府県,1962,北海道夕張市栗山町桜山,1,POINT (141.8658574792519 43.05476982438059)
175,栗山,126,石狩川,雨煙別川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",31.9,540,174,3200,都道府県,1994,北海道夕張郡栗山町字桜山地先,1,POINT (141.85538961 43.07530630000002)
176,千歳第三,173,石狩川,千歳川,重力式コンクリートダム,発電,23.6,119.4,11,3648,その他の企業,1918,北海道千歳市水明郷,1,POINT (141.50569909 42.79623599)
177,千歳第四,174,石狩川,千歳川,重力式コンクリートダム,発電,21.9,102.4,7,2298,その他の企業,1919,北海道千歳市水明郷,1,POINT (141.55559635 42.80422795000001)
178,漁川,109,石狩川,漁川,ロックフィルダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",45.5,270,647,15300,国土交通省（各地方整備局，北海道開発局含む）,1980,北海道恵庭市漁平,1,POINT (141.44825587 42.84565682)
179,青山,134,石狩川,当別川,アースダム,灌漑，特定(新規)灌漑用水,35.5,239.5,235,15127,国土交通省（各地方整備局，北海道開発局含む）,1962,北海道石狩郡当別町字青山5477,1,POINT (141.59447851 43.47749832)
180,茂平沢第二,175,石狩川,第二茂平沢川,アースダム,灌漑，特定(新規)灌漑用水,19.8,137.6,60,247,都道府県,1985,北海道石狩郡当別町茂平沢,2,POINT (141.55581865 43.27049967)
181,豊平峡,111,石狩川,豊平川,アーチダム,"洪水調節，農地防災,上水道用水,発電",102.5,305,285,47100,国土交通省（各地方整備局，北海道開発局含む）,1972,北海道札幌市南区定山渓国有林84林班,1,POINT (141.1536944 42.91572222)
182,砥山,113,石狩川,豊平川,重力式コンクリートダム,発電,30,217,44,1370,電力会社・電源開発株式会社,1972,北海道札幌市南区豊滝633-1,1,POINT (141.2176111 42.97105556)
